"dep_row_id","register_file","claim_id","current_status","arnold_link","status_if_arnold_strata_unreliable","what_survives","notes"
"DA-DEP-016","03-REGISTERS/rigveda-pur-4j-claims.csv","PUR4J-015","VERIFIED","source_id co-citation only: SRC-023 travels in the bundle; the claim makes no use of a stratum code","VERIFIED — unchanged","the whole claim","SRC-023 or SRC-026 appears in the source_id cell because the clone was cited as one bundle. Nothing in the claim text depends on a stratum code. PUR4J-012, -015, -021, -022, -030 and -031 cite SRC-026 for the GRASSMANN dictionary readings, not for the strata."
"DA-DEP-017","03-REGISTERS/rigveda-pur-4j-claims.csv","PUR4J-017","VERIFIED","source_id co-citation only: SRC-023 travels in the bundle; the claim makes no use of a stratum code","VERIFIED — unchanged","the whole claim","SRC-023 or SRC-026 appears in the source_id cell because the clone was cited as one bundle. Nothing in the claim text depends on a stratum code. PUR4J-012, -015, -021, -022, -030 and -031 cite SRC-026 for the GRASSMANN dictionary readings, not for the strata."
"DA-DEP-018","03-REGISTERS/rigveda-pur-4j-claims.csv","PUR4J-019","VERIFIED","source_id co-citation only: SRC-023 travels in the bundle; the claim makes no use of a stratum code","VERIFIED — unchanged","the whole claim","SRC-023 or SRC-026 appears in the source_id cell because the clone was cited as one bundle. Nothing in the claim text depends on a stratum code. PUR4J-012, -015, -021, -022, -030 and -031 cite SRC-026 for the GRASSMANN dictionary readings, not for the strata."
"DA-DEP-019","03-REGISTERS/rigveda-pur-4j-claims.csv","PUR4J-021","VERIFIED","source_id co-citation only: SRC-023 travels in the bundle; the claim makes no use of a stratum code","VERIFIED — unchanged","the whole claim","SRC-023 or SRC-026 appears in the source_id cell because the clone was cited as one bundle. Nothing in the claim text depends on a stratum code. PUR4J-012, -015, -021, -022, -030 and -031 cite SRC-026 for the GRASSMANN dictionary readings, not for the strata."
"DA-DEP-020","03-REGISTERS/rigveda-pur-4j-claims.csv","PUR4J-022","VERIFIED","source_id co-citation only: SRC-023 travels in the bundle; the claim makes no use of a stratum code","VERIFIED — unchanged","the whole claim","SRC-023 or SRC-026 appears in the source_id cell because the clone was cited as one bundle. Nothing in the claim text depends on a stratum code. PUR4J-012, -015, -021, -022, -030 and -031 cite SRC-026 for the GRASSMANN dictionary readings, not for the strata."
"DA-DEP-021","03-REGISTERS/rigveda-pur-4j-claims.csv","PUR4J-028","VERIFIED","source_id co-citation only: SRC-023 travels in the bundle; the claim makes no use of a stratum code","VERIFIED — unchanged","the whole claim","SRC-023 or SRC-026 appears in the source_id cell because the clone was cited as one bundle. Nothing in the claim text depends on a stratum code. PUR4J-012, -015, -021, -022, -030 and -031 cite SRC-026 for the GRASSMANN dictionary readings, not for the strata."
"DA-DEP-022","03-REGISTERS/rigveda-pur-4j-claims.csv","PUR4J-030","VERIFIED","source_id co-citation only: SRC-023 travels in the bundle; the claim makes no use of a stratum code","VERIFIED — unchanged","the whole claim","SRC-023 or SRC-026 appears in the source_id cell because the clone was cited as one bundle. Nothing in the claim text depends on a stratum code. PUR4J-012, -015, -021, -022, -030 and -031 cite SRC-026 for the GRASSMANN dictionary readings, not for the strata."
"DA-DEP-023","03-REGISTERS/rigveda-pur-4j-claims.csv","PUR4J-031","VERIFIED","source_id co-citation only: SRC-023 travels in the bundle; the claim makes no use of a stratum code","VERIFIED — unchanged","the whole claim","SRC-023 or SRC-026 appears in the source_id cell because the clone was cited as one bundle. Nothing in the claim text depends on a stratum code. PUR4J-012, -015, -021, -022, -030 and -031 cite SRC-026 for the GRASSMANN dictionary readings, not for the strata."
"DA-DEP-024","03-REGISTERS/rigveda-pur-family.csv","PUR-001","VERIFIED","source_id co-citation only: SRC-023 travels in the bundle; the claim makes no use of a stratum code","VERIFIED — unchanged","the whole claim","SRC-023 or SRC-026 appears in the source_id cell because the clone was cited as one bundle. Nothing in the claim text depends on a stratum code. PUR4J-012, -015, -021, -022, -030 and -031 cite SRC-026 for the GRASSMANN dictionary readings, not for the strata."
"DA-DEP-025","03-REGISTERS/rigveda-pur-family.csv","PUR-020","VERIFIED","source_id co-citation only: SRC-023 travels in the bundle; the claim makes no use of a stratum code","VERIFIED — unchanged","the whole claim","SRC-023 or SRC-026 appears in the source_id cell because the clone was cited as one bundle. Nothing in the claim text depends on a stratum code. PUR4J-012, -015, -021, -022, -030 and -031 cite SRC-026 for the GRASSMANN dictionary readings, not for the strata."
"DA-DEP-026","03-REGISTERS/rigveda-pur-family.csv","PUR-023","VERIFIED","source_id co-citation only: SRC-023 travels in the bundle; the claim makes no use of a stratum code","VERIFIED — unchanged","the whole claim","SRC-023 or SRC-026 appears in the source_id cell because the clone was cited as one bundle. Nothing in the claim text depends on a stratum code. PUR4J-012, -015, -021, -022, -030 and -031 cite SRC-026 for the GRASSMANN dictionary readings, not for the strata."
"DA-DEP-027","03-REGISTERS/rigveda-pur-family.csv","PUR-024","VERIFIED","source_id co-citation only: SRC-023 travels in the bundle; the claim makes no use of a stratum code","VERIFIED — unchanged","the whole claim","SRC-023 or SRC-026 appears in the source_id cell because the clone was cited as one bundle. Nothing in the claim text depends on a stratum code. PUR4J-012, -015, -021, -022, -030 and -031 cite SRC-026 for the GRASSMANN dictionary readings, not for the strata."
"DA-DEP-028","03-REGISTERS/rigveda-varna.csv","VAR-004","VERIFIED","source_id co-citation only: SRC-023 travels in the bundle; the claim makes no use of a stratum code","VERIFIED — unchanged","the whole claim","SRC-023 or SRC-026 appears in the source_id cell because the clone was cited as one bundle. Nothing in the claim text depends on a stratum code. PUR4J-012, -015, -021, -022, -030 and -031 cite SRC-026 for the GRASSMANN dictionary readings, not for the strata."
"DA-DEP-029","03-REGISTERS/domain-e-hypothesis-eligibility.csv","E-11","VERIFIED","source_id co-citation only: SRC-023 travels in the bundle; the claim makes no use of a stratum code","VERIFIED — unchanged","the whole claim","SRC-023 or SRC-026 appears in the source_id cell because the clone was cited as one bundle. Nothing in the claim text depends on a stratum code. PUR4J-012, -015, -021, -022, -030 and -031 cite SRC-026 for the GRASSMANN dictionary readings, not for the strata."
"DA-DEP-030","03-REGISTERS/rigveda-pur-family.csv","PUR-002","VERIFIED","the claim COUNTS stratum codes","VERIFIED as a count; any chronological reading of it falls","the count itself: 164,755 of 164,758 tokens carry a stratum code","This is the distinction CLAUDE.md and DEP-006 already draw. If Arnold's periods are not chronological stages, these rows still state truly how the file's codes distribute. What they lose is the right to be quoted as evidence about time. Every one of them is currently quotable both ways and none of them says which."
"DA-DEP-031","03-REGISTERS/rigveda-pur-family.csv","PUR-012","VERIFIED","the claim COUNTS stratum codes","VERIFIED as a count; any chronological reading of it falls","the count itself: 39,833 padas, 9,607 uppercase stanzas, 945 lowercase","This is the distinction CLAUDE.md and DEP-006 already draw. If Arnold's periods are not chronological stages, these rows still state truly how the file's codes distribute. What they lose is the right to be quoted as evidence about time. Every one of them is currently quotable both ways and none of them says which."
"DA-DEP-032","03-REGISTERS/rigveda-pur-family.csv","PUR-014","VERIFIED","the claim COUNTS stratum codes","VERIFIED as a count; any chronological reading of it falls","the count itself: the 106 pur- tokens by stratum: A 31 S 32 N 17 C 23 P 3","This is the distinction CLAUDE.md and DEP-006 already draw. If Arnold's periods are not chronological stages, these rows still state truly how the file's codes distribute. What they lose is the right to be quoted as evidence about time. Every one of them is currently quotable both ways and none of them says which."
"DA-DEP-033","03-REGISTERS/rigveda-pur-family.csv","PUR-015","VERIFIED","the claim COUNTS stratum codes","VERIFIED as a count; any chronological reading of it falls","the count itself: the same by pada","This is the distinction CLAUDE.md and DEP-006 already draw. If Arnold's periods are not chronological stages, these rows still state truly how the file's codes distribute. What they lose is the right to be quoted as evidence about time. Every one of them is currently quotable both ways and none of them says which."
"DA-DEP-034","03-REGISTERS/rigveda-pur-family.csv","PUR-016","VERIFIED","the claim COUNTS stratum codes","VERIFIED as a count; any chronological reading of it falls","the count itself: the corpus token baseline by stratum","This is the distinction CLAUDE.md and DEP-006 already draw. If Arnold's periods are not chronological stages, these rows still state truly how the file's codes distribute. What they lose is the right to be quoted as evidence about time. Every one of them is currently quotable both ways and none of them says which."
"DA-DEP-035","03-REGISTERS/rigveda-pur-family.csv","PUR-021","VERIFIED","the claim COUNTS stratum codes","VERIFIED as a count; any chronological reading of it falls","the count itself: 61.3% of Popular tokens are in book 10; book 10 is 46.7% Popular","This is the distinction CLAUDE.md and DEP-006 already draw. If Arnold's periods are not chronological stages, these rows still state truly how the file's codes distribute. What they lose is the right to be quoted as evidence about time. Every one of them is currently quotable both ways and none of them says which."
"DA-DEP-036","03-REGISTERS/domain-e-claims.csv","DME-008","VERIFIED","the claim COUNTS stratum codes","VERIFIED as a count; any chronological reading of it falls","the count itself: residue by stratum at type level, chi-square 3.21 p=0.52","This is the distinction CLAUDE.md and DEP-006 already draw. If Arnold's periods are not chronological stages, these rows still state truly how the file's codes distribute. What they lose is the right to be quoted as evidence about time. Every one of them is currently quotable both ways and none of them says which."
"DA-DEP-037","03-REGISTERS/domain-e-claims.csv","DME-009","VERIFIED","the claim COUNTS stratum codes","VERIFIED as a count; any chronological reading of it falls","the count itself: residue by stratum at token level, chi-square 4.50 p=0.34","This is the distinction CLAUDE.md and DEP-006 already draw. If Arnold's periods are not chronological stages, these rows still state truly how the file's codes distribute. What they lose is the right to be quoted as evidence about time. Every one of them is currently quotable both ways and none of them says which."
"DA-DEP-038","03-REGISTERS/domain-e-measurements.csv","DE-M-012","VERIFIED","the claim COUNTS stratum codes","VERIFIED as a count; any chronological reading of it falls","the count itself: 10 of 21 tokens in Popular padas against a 13.9% corpus share","This is the distinction CLAUDE.md and DEP-006 already draw. If Arnold's periods are not chronological stages, these rows still state truly how the file's codes distribute. What they lose is the right to be quoted as evidence about time. Every one of them is currently quotable both ways and none of them says which."
"DA-DEP-039","03-REGISTERS/rigveda-varna.csv","VAR-005","VERIFIED","the claim COUNTS stratum codes","VERIFIED as a count; any chronological reading of it falls","the count itself: the 23 varna- tokens by stratum: A 4 S 4 N 8 C 6 P 1","This is the distinction CLAUDE.md and DEP-006 already draw. If Arnold's periods are not chronological stages, these rows still state truly how the file's codes distribute. What they lose is the right to be quoted as evidence about time. Every one of them is currently quotable both ways and none of them says which."
"DA-DEP-040","03-REGISTERS/rigveda-pur-family.csv","PUR-017","VERIFIED","the claim READS the strata chronologically","PROVISIONAL","the arithmetic: 3 observed against 14.8 expected","'The family's largest single departure' is a statement about a distribution whose axis is Arnold's. The deficit is in the Popular stratum specifically, and 'Popular' is a chronological label. Without it the row is a chi-square cell with no interpretation attached."
"DA-DEP-041","03-REGISTERS/rigveda-pur-family.csv","PUR-018","VERIFIED","the claim READS the strata chronologically","PROVISIONAL","the chi-square values, 19.98 on 4 df and 14.57 on 4 df","The test is against a five-category baseline that is Arnold's partition. It remains a valid test that the pur- family is distributed unlike the corpus across THAT partition. It stops being evidence that the family is early."
"DA-DEP-042","03-REGISTERS/domain-e-claims.csv","DME-010","VERIFIED","the claim READS the strata chronologically","PROVISIONAL","the trend statistic z=+1.28, p=0.20, as computed","A Cochran-Armitage trend test requires an ORDER, and the order used is Archaic < Strophic < Normal < Cretic < Popular, which is Arnold's chronology and nothing else. If the order is not chronological the test is a trend over an arbitrary sequence. The row's own conclusion is a null, so nothing published rests on it, which is why it falls to PROVISIONAL rather than REJECTED."
"DA-DEP-043","03-REGISTERS/domain-e-claims.csv","DME-017","VERIFIED","the claim READS the strata chronologically","PROVISIONAL","the four attestations: Kubha and Krumu at 5.53.9, Gomati at 8.24.30, Suvastu at 8.19.37","The locations are attested and the stanzas are what they are. What falls is 'inside its older metrical stratum' - the clause that makes the row an argument about when the north-western geography enters the corpus rather than a list of four occurrences. The notes field of DME-017 says exactly that this is what the row is for."
"DA-DEP-044","03-REGISTERS/rigveda-pur-4j-claims.csv","PUR4J-011","VERIFIED","the claim READS the strata chronologically","PROVISIONAL","the assignment of the ten passages to codes","'The most Archaic on Arnold's periodisation' is a chronological reading in its own sentence. The row already carries every caveat - n=4 and n=6, DEP-001, DEP-004, and PUR-028 holding at HYPOTHESIS that Arnold's periods are stages at all - and was written so that a later unit could not present it as new. It is listed here because the caveats live in its notes field and the claim field reads as a finding."
"DA-DEP-045","03-REGISTERS/domain-e-measurements.csv","DE-M-026","VERIFIED","the claim READS the strata chronologically","VERIFIED — unchanged","the whole claim","Lists Arnold 1905 among the instruments and their dates. It is a statement about the apparatus, not a reading of the strata, and is if anything strengthened by this unit."
"DA-DEP-046","03-REGISTERS/domain-e-measurements.csv","DE-M-027","VERIFIED","the claim READS the strata chronologically","VERIFIED — unchanged and strengthened","the whole claim","Already states that the Rigvedic strata cannot be established in absolute years from anything retrieved. This unit confirms it and adds that they cannot be established as relative stages either, from anything retrieved here. Nothing to change."
"DA-DEP-047","03-REGISTERS/rigveda-pur-family.csv","PUR-011","VERIFIED","the claim states or attributes the stratum scheme itself","VERIFIED as a reading of Arnold; becomes the definition under audit","the letter-to-name mapping, as read from the Arnold OCR on 2026-09-07","This row is where the whole repository's stratum vocabulary comes from. Its source, SRC-026, could NOT be re-opened in this session (SRC-100, archive.org refused), so it is presently unre-checkable from inside a session. That is not a reason to doubt it; it is a reason to record that it stands on one OCR reading made once. HOLD-008."
"DA-DEP-048","03-REGISTERS/rigveda-pur-family.csv","PUR-013","VERIFIED","the claim states or attributes the stratum scheme itself","VERIFIED — unchanged","the whole claim","An attribution fact about the file - who compiled it, from what, under what licence - and true whatever the strata are worth. This unit adds one thing to it: Kevin M. Ryan, one of the two compilers, is also the author of SRC-112, which is why DEP-031 exists."
